filename,testDescription,Conformance,DELETE /api/v1/namespaces/{namespace}/pods,DELETE /api/v1/namespaces/{namespace}/pods/{name},DELETE /api/v1/namespaces/{namespace}/pods/{name}/proxy,DELETE /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},GET /api/v1/namespaces/{namespace}/pods,GET /api/v1/namespaces/{namespace}/pods/{name},GET /api/v1/namespaces/{namespace}/pods/{name}/log,GET /api/v1/namespaces/{namespace}/pods/{name}/portforward,GET /api/v1/namespaces/{namespace}/pods/{name}/proxy,GET /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},GET /api/v1/namespaces/{namespace}/pods/{name}/status,GET /api/v1/pods,GET /api/v1/watch/namespaces/{namespace}/pods,GET /api/v1/watch/namespaces/{namespace}/pods/{name},GET /api/v1/watch/pods,PATCH /api/v1/namespaces/{namespace}/pods/{name},PATCH /api/v1/namespaces/{namespace}/pods/{name}/status,POST /api/v1/namespaces/{namespace}/pods,POST /api/v1/namespaces/{namespace}/pods/{name}/eviction,POST /api/v1/namespaces/{namespace}/pods/{name}/portforward,POST /api/v1/namespaces/{namespace}/pods/{name}/proxy,POST /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},PUT /api/v1/namespaces/{namespace}/pods/{name},PUT /api/v1/namespaces/{namespace}/pods/{name}/proxy,PUT /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},PUT /api/v1/namespaces/{namespace}/pods/{name}/status
res_221.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should support non-existent path,,Y,Y,,,Y,Y,Y,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_224.tmp,[sig-api-machinery] Garbage collector   should support cascading deletion of custom resources,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_227.tmp,[sig-apps] DisruptionController   evictions: too few pods absolute => should not allow an eviction,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,Y,,,,,,,Y
res_225.tmp,[k8s.io] EquivalenceCache [Serial]   validates GeneralPredicates is properly invalidated when a pod is scheduled [Slow],,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_226.tmp,[sig-apps] StatefulSet [k8s.io] Basic StatefulSet functionality [StatefulSetBasic]   Should recreate evicted statefulset [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_228.tmp,[sig-api-machinery] Garbage collector   should delete RS created by deployment when not orphaning [Conformance],Y,Y,Y,,,Y,Y,,,,Y,,,,,Y,,,Y,,,,,,,,Y
res_230.tmp,[sig-network] Networking   should provide unchanging static URL paths for kubernetes api services,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_229.tmp,[sig-api-machinery] Downward API   should provide default limits.cpu/memory from node allocatable  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_231.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should function for client IP based session affinity: udp,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_23.tmp,[sig-apps] CronJob   should replace jobs when ReplaceConcurrent,,Y,Y,,,Y,Y,,,,,,,Y,,Y,Y,,Y,,,,,,,,Y
res_232.tmp,[sig-cli] Kubectl client [k8s.io] Simple pod   should support exec,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_233.tmp,[sig-storage] Subpath [Volume type: hostPathSymlink]   should fail if subpath with backstepping is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_235.tmp,[sig-scheduling] SchedulerPredicates [Serial]   validates that NodeSelector is respected if matching  [Conformance],Y,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_234.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should unmount if pod is force deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_237.tmp,[sig-storage] Projected   should be consumable from pods in volume [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_238.tmp,[sig-storage] PersistentVolumes-local  [Volume type: blockfs] Set fsGroup for local volume   should set different fsGroup for second pod if first pod is deleted,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_239.tmp,[sig-storage] PersistentVolumes NFS with multiple PVs and PVCs all in same ns   should create 2 PVs and 4 PVCs: test write access,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_24.tmp,[sig-storage] Subpath [Volume type: gluster]   should support creating multiple subpath from same volumes [Slow],,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_240.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support readOnly directory specified in the volumeSource,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_242.tmp,[sig-storage] Secrets   should be consumable from pods in volume as non-root with defaultMode and fsGroup set  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_241.tmp,[k8s.io] InitContainer   should invoke init containers on a RestartAlways pod,,Y,Y,,,Y,Y,,,,,,,Y,,,,,Y,,,,,,,,Y
res_243.tmp,[sig-storage] Downward API volume   should provide node allocatable (cpu) as default cpu limit if the limit is not set  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_245.tmp,[sig-apps] DisruptionController   evictions: maxUnavailable deny evictions integer => should not allow an eviction,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,Y,,,,,,,Y
res_244.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link] Set fsGroup for local volume   should set different fsGroup for second pod if first pod is deleted,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_246.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link-bindmounted] Two pods mounting a local volume one after the other   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_247.tmp,[sig-storage] ConfigMap   should be consumable from pods in volume with mappings as non-root  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_248.tmp,[sig-storage] Subpath [Volume type: hostPath]   should fail if non-existent subpath is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_249.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should fail if subpath file is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_25.tmp,[sig-cli] Kubectl client [k8s.io] Simple pod   should support inline execution and attach,,Y,Y,,,Y,Y,Y,,,,,,Y,,,Y,,Y,,,,,,,,Y
res_251.tmp,[sig-storage] Subpath [Volume type: hostPath]   should unmount if pod is gracefully deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_250.tmp,[sig-network] Services   should work after restarting apiserver [Disruptive],,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_252.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should support readOnly file specified in the volumeMount,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_253.tmp,[sig-storage] Secrets   should be consumable from pods in volume with mappings and Item Mode set  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_255.tmp,[sig-storage] Projected   should set mode on item file [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_254.tmp,[sig-storage] Dynamic Provisioning DynamicProvisioner External   should let an external dynamic provisioner create and delete persistent volumes [Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_257.tmp,[sig-storage] Secrets   should be consumable from pods in volume with defaultMode set  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_256.tmp,[sig-storage] Subpath [Volume type: gluster]   should support restarting containers using directory as subpath [Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_236.tmp,[sig-api-machinery] Namespaces [Serial]   should delete fast enough (90 percent of 100 namespaces in 150 seconds),,Y,,,,Y,Y,,,,,,,Y,,Y,,,,,,,,,,,
res_258.tmp,[sig-storage] Downward API volume   should provide podname as non-root with fsgroup,,Y,Y,,,Y,Y,Y,,,,,,Y,,,,,Y,,,,,,,,Y
res_26.tmp,[sig-scheduling] ResourceQuota   should create a ResourceQuota and capture the life of a secret.,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_259.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support non-existent path,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_260.tmp,[sig-api-machinery] AdmissionWebhook   Should mutate configmap,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_262.tmp,[sig-storage] Projected   should provide container's cpu request [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_261.tmp,[sig-storage] Downward API volume   should set DefaultMode on files  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_263.tmp,[sig-storage] Subpath [Volume type: hostPath]   should support readOnly directory specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_264.tmp,[sig-storage] Volumes PD   should be mountable with ext4,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_267.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should update nodePort: udp [Slow],,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_265.tmp,[sig-apps] StatefulSet [k8s.io] Basic StatefulSet functionality [StatefulSetBasic]   should adopt matching orphans and release non-matching pods,,Y,Y,,,Y,Y,,,,,,,,,Y,Y,,Y,,,,,Y,,,Y
res_266.tmp,[sig-storage] Volume plugin streaming [Slow] NFS   should write files of various sizes verify size validate content,,Y,Y,,,Y,Y,,,,,,,Y,,,,,Y,,,,,,,,Y
res_268.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl create quota   should create a quota without scopes,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_27.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link-bindmounted] Set fsGroup for local volume   should set different fsGroup for second pod if first pod is deleted,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_269.tmp,[k8s.io] Docker Containers   should be able to override the image's default arguments (docker cmd)  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_271.tmp,[sig-storage] EmptyDir volumes   should support (root0777default) [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_272.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should support file as subpath,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_270.tmp,[k8s.io] Probing container   should *not* be restarted with a /healthz http liveness probe  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_273.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should fail if subpath directory is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_276.tmp,[sig-api-machinery] Servers with support for Table transformation   should return chunks of table results for list calls,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_275.tmp,[sig-api-machinery] Etcd failure [Disruptive]   should recover from SIGKILL,,Y,Y,,,Y,Y,,,,Y,,,Y,,Y,,,Y,,,,,,,,Y
res_274.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link-bindmounted] One pod requesting one prebound PVC   should be able to mount volume and read from pod1,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_278.tmp,[sig-storage] [Serial] Volume metrics   should create prometheus metrics for volume provisioning and attach/detach,,Y,Y,,,Y,Y,,,,Y,,,Y,,Y,,,Y,,,,,,,,Y
res_277.tmp,[k8s.io] Pods   should cap back-off at MaxContainerBackOff [Slow],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_279.tmp,[sig-storage] PV Protection   Verify "immediate" deletion of a PV that is not bound to a PVC,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_28.tmp,[sig-network] Services   should prevent NodePort collisions,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_281.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl rolling-update   should support rolling-update to same image  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,Y,,Y,,,,,Y,,,Y
res_282.tmp,[k8s.io] [sig-node] Mount propagation   should propagate mounts to the host,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_280.tmp,[k8s.io] Probing container   with readiness probe that fails should never be ready and never restart  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_284.tmp,[sig-storage] Downward API volume   should set mode on item file  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_283.tmp,[sig-storage] Subpath [Volume type: hostPath]   should support restarting containers using file as subpath [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_285.tmp,[sig-cluster-lifecycle] Nodes [Disruptive] Resize [Slow]   should be able to add nodes,,Y,Y,,,Y,Y,,,,Y,,Y,Y,,Y,,,Y,,,,,,,,Y
res_286.tmp,[sig-apps] CronJob   should delete successful finished jobs with limit of one successful job,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_287.tmp,[sig-storage] Pod Disks schedule pods each with a PD delete pod and verify detach [Slow]   for read-only PD with pod delete grace period of "default (30s)",,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_288.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl apply   should reuse port when apply to an existing SVC,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_290.tmp,[sig-storage] Downward API volume   should provide podname as non-root with fsgroup and defaultMode,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_289.tmp,[sig-scheduling] SchedulerPredicates [Serial]   validates resource limits of pods that are allowed to run  [Conformance],Y,Y,,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_291.tmp,[sig-network] DNS   should provide DNS for ExternalName services,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_29.tmp,[sig-autoscaling] DNS horizontal autoscaling   [Serial] [Slow] kube-dns-autoscaler should scale kube-dns pods when cluster size changed,,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_292.tmp,[sig-storage] EmptyDir volumes when FSGroup is specified   new files should be created with FSGroup ownership when container is root,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_294.tmp,[sig-storage] Volumes PD   should be mountable with xfs,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_293.tmp,[sig-autoscaling] [HPA] Horizontal pod autoscaling (scale resource: CPU) [sig-autoscaling] [Serial] [Slow] Deployment   Should scale from 5 pods to 3 pods and from 3 to 1,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_295.tmp,[sig-auth] ServiceAccounts   should ensure a single API token exists,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_297.tmp,[k8s.io] Pods   should support retrieving logs from the container over websockets,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_296.tmp,[sig-storage] PVC Protection   Verify that scheduling of a pod that uses PVC that is being deleted fails and the pod becomes Unschedulable,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_298.tmp,[k8s.io] Probing container   should *not* be restarted with a exec "cat /tmp/health" liveness probe [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_299.tmp,[sig-storage] Dynamic Provisioning DynamicProvisioner   should provision storage with different parameters [Slow],,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_3.tmp,[k8s.io] EquivalenceCache [Serial]   validates pod anti-affinity works properly when new replica pod is scheduled,,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_30.tmp,[k8s.io] Pods   should be updated  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,Y,,,Y
res_301.tmp,[k8s.io] Pods   should be submitted and removed  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,,,,Y,,,,,,,,Y
res_303.tmp,[sig-api-machinery] Aggregator   Should be able to support the 1.7 Sample API Server using the current Aggregator,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_300.tmp,[sig-autoscaling] [HPA] Horizontal pod autoscaling (scale resource: CPU) [sig-autoscaling] [Serial] [Slow] ReplicaSet   Should scale from 1 pod to 3 pods and from 3 to 5,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_302.tmp,[sig-apps] CronJob   should not emit unexpected warnings,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_304.tmp,[sig-storage] [Serial] Volume metrics PVController   should create unbound pv count metrics for pvc controller after creating pv only,,Y,,,,Y,Y,,,,Y,,,,,Y,,,,,,,,,,,
res_305.tmp,[sig-scheduling] Multi-AZ Clusters   should spread the pods of a service across zones,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_307.tmp,[sig-storage] Dynamic Provisioning DynamicProvisioner   should provision storage with mount options,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_306.tmp,[sig-apps] ReplicationController   should release no longer matching pods,,Y,Y,,,Y,Y,,,,,,,,,,Y,,Y,,,,,Y,,,Y
res_308.tmp,[sig-cli] Kubectl client [k8s.io] Simple pod   should support port-forward,,Y,Y,,,Y,Y,,,,,,,Y,,,,,Y,,Y,,,,,,Y
res_309.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should function for pod-Service: udp,,Y,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_31.tmp,[sig-autoscaling] DNS horizontal autoscaling   [DisabledForLargeClusters] kube-dns-autoscaler should scale kube-dns pods in both nonfaulty and faulty scenarios,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_311.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir] One pod requesting one prebound PVC   should be able to mount volume and write from pod1,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_313.tmp,[sig-scheduling] ResourceQuota   should create a ResourceQuota and capture the life of a service.,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_312.tmp,[sig-storage] Pod Disks schedule pods each with a PD delete pod and verify detach [Slow]   for RW PD with pod delete grace period of "default (30s)",,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_314.tmp,[sig-storage] PersistentVolumes-local  Local volume provisioner [Serial]   should not create local persistent volume for filesystem volume that was not bind mounted,,Y,Y,,,Y,Y,Y,,,,,,,,Y,Y,,Y,,,,,,,,Y
res_310.tmp,[sig-storage] EmptyDir wrapper volumes   should not cause race condition when used for git_repo [Serial] [Slow],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_316.tmp,[sig-network] Services   should be able to switch session affinity for service with type clusterIP,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_315.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should fail if non-existent subpath is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_318.tmp,[sig-storage] PersistentVolumes NFS with Single PV - PVC pairs   create a PVC and a pre-bound PV: test write access,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_317.tmp,[sig-api-machinery] Generated clientset   should create pods set the deletionTimestamp and deletionGracePeriodSeconds of the pod,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_32.tmp,[sig-storage] vsphere statefulset   vsphere statefulset testing,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y
res_321.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl apply   should apply a new configuration to an existing RC,,Y,Y,,,Y,Y,,,,,,,,,,Y,,Y,,,,,,,,Y
res_319.tmp,[sig-autoscaling] [HPA] Horizontal pod autoscaling (scale resource: CPU) [sig-autoscaling] [Serial] [Slow] ReplicationController   Should scale from 1 pod to 3 pods and from 3 to 5 and verify decision stability,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_320.tmp,[sig-storage] PersistentVolumes-local  [Volume type: blockfs] One pod requesting one prebound PVC   should be able to mount volume and read from pod1,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_322.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should unmount if pod is force deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_325.tmp,[sig-apps] ReplicationController   should adopt matching pods on creation,,Y,Y,,,Y,Y,,,,,,,,,Y,Y,,Y,,,,,,,,Y
res_324.tmp,[sig-storage] Subpath [Volume type: hostPath]   should unmount if pod is force deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_326.tmp,[sig-storage] Projected   should update annotations on modification [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,Y,,,Y
res_328.tmp,[sig-storage] ConfigMap   should be consumable from pods in volume with defaultMode set  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_327.tmp,[sig-storage] Subpath [Volume type: nfs]   should support readOnly directory specified in the volumeSource,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_329.tmp,[sig-network] Services   should have session affinity work for LoadBalancer service with ESIPP off [Slow] [DisabledForLargeClusters],,Y,Y,,,Y,Y,Y,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_33.tmp,[sig-instrumentation] MetricsGrabber   should grab all metrics from a Kubelet.,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,Y
res_330.tmp,[sig-instrumentation] MetricsGrabber   should grab all metrics from API server.,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_331.tmp,[k8s.io] Downward API [Serial] [Disruptive] Downward API tests for local ephemeral storage   should provide container's limits.ephemeral-storage and requests.ephemeral-storage as env vars,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_323.tmp,[sig-apps] Deployment   deployment should support proportional scaling,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_333.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl patch   should add annotations for pods in rc  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,Y,,Y,,,,,,,,Y
res_334.tmp,[sig-storage] EmptyDir volumes   should support (root0777tmpfs) [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_335.tmp,[sig-storage] Downward API volume   should provide node allocatable (memory) as default memory limit if the limit is not set  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_337.tmp,[sig-cli] Kubectl Port forwarding [k8s.io] With a server listening on localhost [k8s.io] that expects NO client request   should support a client that connects sends DATA and disconnects,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,Y,,,,,,Y
res_332.tmp,[sig-cluster-lifecycle] Restart [Disruptive]   should restart all nodes and ensure all nodes and pods recover,,Y,,,,Y,Y,,,,,,Y,Y,,Y,,,,,,,,,,,Y
res_336.tmp,[sig-apps] CronJob   should remove from active list jobs that have been deleted,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_338.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should support creating multiple subpath from same volumes [Slow],,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_34.tmp,[sig-storage] Subpath [Volume type: gluster]   should support restarting containers using file as subpath [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_339.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should function for node-Service: udp,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_341.tmp,[sig-apps] Job   should run a job to completion when tasks sometimes fail and are locally restarted,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_340.tmp,[sig-apps] StatefulSet [k8s.io] Basic StatefulSet functionality [StatefulSetBasic]   should implement legacy replacement when the update strategy is OnDelete,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_343.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should support existing single file,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_342.tmp,[sig-storage] HostPath   should support subPath,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_345.tmp,[sig-storage] Downward API volume   should provide podname only  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_344.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support existing directory,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_347.tmp,[sig-storage] Subpath [Volume type: hostPath]   should support readOnly file specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_346.tmp,[sig-storage] PersistentVolumes-local  Pod with node different from PV's NodeAffinity   should fail scheduling due to different NodeSelector,,Y,,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_348.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should fail if non-existent subpath is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_35.tmp,[sig-storage] ConfigMap   should be consumable from pods in volume with mappings as non-root with FSGroup,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_350.tmp,[sig-network] Services   should only allow access from service loadbalancer source ranges [Slow],,Y,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_349.tmp,[sig-storage] PersistentVolumes-local  [Volume type: blockfs] Two pods mounting a local volume at the same time   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_352.tmp,[sig-storage] Volume Placement   should create and delete pod with the same volume source on the same worker node,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_354.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support creating multiple subpath from same volumes [Slow],,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_355.tmp,[k8s.io] Variable Expansion   should allow substituting values in a container's command  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
