filename,testDescription,Conformance,DELETE /api/v1/namespaces/{namespace}/pods,DELETE /api/v1/namespaces/{namespace}/pods/{name},DELETE /api/v1/namespaces/{namespace}/pods/{name}/proxy,DELETE /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},GET /api/v1/namespaces/{namespace}/pods,GET /api/v1/namespaces/{namespace}/pods/{name},GET /api/v1/namespaces/{namespace}/pods/{name}/log,GET /api/v1/namespaces/{namespace}/pods/{name}/portforward,GET /api/v1/namespaces/{namespace}/pods/{name}/proxy,GET /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},GET /api/v1/namespaces/{namespace}/pods/{name}/status,GET /api/v1/pods,GET /api/v1/watch/namespaces/{namespace}/pods,GET /api/v1/watch/namespaces/{namespace}/pods/{name},GET /api/v1/watch/pods,PATCH /api/v1/namespaces/{namespace}/pods/{name},PATCH /api/v1/namespaces/{namespace}/pods/{name}/status,POST /api/v1/namespaces/{namespace}/pods,POST /api/v1/namespaces/{namespace}/pods/{name}/eviction,POST /api/v1/namespaces/{namespace}/pods/{name}/portforward,POST /api/v1/namespaces/{namespace}/pods/{name}/proxy,POST /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},PUT /api/v1/namespaces/{namespace}/pods/{name},PUT /api/v1/namespaces/{namespace}/pods/{name}/proxy,PUT /api/v1/namespaces/{namespace}/pods/{name}/proxy/{path},PUT /api/v1/namespaces/{namespace}/pods/{name}/status
res_480.tmp,[sig-scheduling] SchedulerPredicates [Serial]   validates MaxPods limit number of pods that are allowed to run [Slow],,Y,,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_486.tmp,[sig-storage] ConfigMap   optional updates should be reflected in volume  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_485.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should fail if subpath file is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_487.tmp,[sig-storage] HostPath   should support existing single file subPath,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_476.tmp,[k8s.io] [sig-node] Kubelet [Serial] [Slow] [k8s.io] [sig-node] regular resource usage tracking   resource tracking for 100 pods per node,,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_49.tmp,[sig-cli] Kubectl client [k8s.io] Simple pod   should support exec through kubectl proxy,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_488.tmp,[sig-cli] Kubectl client [k8s.io] Guestbook application   should create and stop a working application  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_491.tmp,[sig-scheduling] LimitRange   should create a LimitRange with defaults and ensure pod has those defaults applied.,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_490.tmp,[sig-storage] ConfigMap   should be consumable in multiple volumes in the same pod  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_492.tmp,[sig-apps] ReplicaSet   should adopt matching pods on creation and release no longer matching pods,,Y,Y,,,Y,Y,,,,,,,,,Y,Y,,Y,,,,,Y,,,Y
res_489.tmp,[k8s.io] [sig-node] kubelet [k8s.io] [sig-node] Clean up pods on node   kubelet should be able to delete 10 pods per node in 1m0s.,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_494.tmp,[sig-storage] Volumes NFS   should be mountable,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_493.tmp,[sig-network] Services   should have session affinity work for LoadBalancer service with ESIPP on [Slow] [DisabledForLargeClusters],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_496.tmp,[sig-storage] PV Protection   Verify that PV bound to a PVC is not removed immediately,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_495.tmp,[sig-storage] Subpath [Volume type: hostPath]   should fail if subpath directory is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_497.tmp,[sig-storage] Projected   should provide podname only [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_498.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should support readOnly file specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_50.tmp,[sig-storage] Volume Placement   should create and delete pod with multiple volumes from same datastore,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_499.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl taint [Serial]   should remove all the taints with the same key off a node,,Y,Y,,,Y,Y,,,,,,Y,,,,,,Y,,,,,,,,Y
res_500.tmp,[sig-storage] EmptyDir volumes   volume on default medium should have the correct mode [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,Y,,,,,Y,,,,,,,,Y
res_5.tmp,[sig-cli] Kubectl Port forwarding [k8s.io] With a server listening on localhost [k8s.io] that expects a client request   should support a client that connects sends NO DATA and disconnects,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,Y,,,,,,Y
res_501.tmp,[sig-storage] Flexvolumes [Disruptive]   should be mountable when non-attachable,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_502.tmp,[sig-storage] PersistentVolumes-local  [Volume type: blockfs] One pod requesting one prebound PVC   should be able to mount volume and write from pod1,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_503.tmp,[sig-storage] Subpath [Volume type: hostPath]   should fail if subpath file is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_505.tmp,[sig-storage] PersistentVolumes-local  [Volume type: gce-localssd-scsi-fs] [Serial] Set fsGroup for local volume   should set same fsGroup for two pods simultaneously,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_504.tmp,[sig-apps] Job   should run a job to completion when tasks succeed,,Y,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_507.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl run job   should create a job from an image when restart is OnFailure  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_509.tmp,[sig-storage] Subpath Atomic writer volumes   should support subpaths with configmap pod,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_506.tmp,[sig-storage] PersistentVolumes NFS with multiple PVs and PVCs all in same ns   should create 3 PVs and 3 PVCs: test write access,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_508.tmp,[sig-scheduling] ResourceQuota   should create a ResourceQuota and capture the life of a configMap.,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_51.tmp,[sig-api-machinery] CustomResourceDefinition resources Simple CustomResourceDefinition   creating/deleting custom resource definition objects works  [Conformance],Y,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_511.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should fail if subpath file is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_512.tmp,[sig-api-machinery] Secrets   should be consumable from pods in env vars  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_514.tmp,[sig-storage] ConfigMap   should be consumable from pods in volume  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_515.tmp,[sig-storage] Subpath [Volume type: gluster]   should fail if subpath with backstepping is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_513.tmp,[sig-storage] GenericPersistentVolume[Disruptive] When kubelet restarts   Should test that a file written to the mount before kubelet restart is readable after restart.,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_517.tmp,[sig-cli] Kubectl client [k8s.io] Update Demo   should scale a replication controller  [Conformance],Y,Y,Y,,,Y,Y,,,,Y,,,,,Y,,,Y,,,,,,,,Y
res_516.tmp,[sig-storage] Dynamic Provisioning DynamicProvisioner   should test that deleting a claim before the volume is provisioned deletes the volume.,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_518.tmp,[sig-storage] GenericPersistentVolume[Disruptive] When kubelet restarts   Should test that a volume mounted to a pod that is deleted while the kubelet is down unmounts when the kubelet returns.,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_519.tmp,[sig-network] DNS configMap nameserver Forward external name lookup   should forward externalname lookup to upstream nameserver [Slow][Serial],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_510.tmp,[sig-apps] Deployment   iterative rollouts should eventually progress,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_52.tmp,[sig-storage] EmptyDir volumes   should support (non-root0644default) [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_520.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl replace   should update a single-container pod's image  [Conformance],Y,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,Y,,,Y
res_523.tmp,[sig-storage] Secrets   should be consumable in multiple volumes in a pod  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_522.tmp,[sig-scheduling] SchedulerPredicates [Serial]   validates that NodeSelector is respected if not matching  [Conformance],Y,Y,,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_524.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should support readOnly file specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,Y,,,,,Y,,,,,,,,Y
res_521.tmp,[sig-apps] StatefulSet [k8s.io] Basic StatefulSet functionality [StatefulSetBasic]   should provide basic identity,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_525.tmp,[sig-scheduling] SchedulerPriorities [Serial]   Pod should perfer to scheduled to nodes pod can tolerate,,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_527.tmp,[sig-storage] Subpath [Volume type: nfs]   should support creating multiple subpath from same volumes [Slow],,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_526.tmp,[sig-apps] DaemonRestart [Disruptive]   Controller Manager should not create/delete replicas across restart,,Y,Y,,,Y,Y,,,,,,Y,Y,,Y,,,Y,,,,,,,,Y
res_528.tmp,[sig-scheduling] SchedulerPredicates [Serial]   validates that required NodeAffinity setting is respected if matching,,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_529.tmp,[sig-cli] Kubectl client [k8s.io] Proxy server   should support proxy with --port 0  [Conformance],Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_53.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should support existing single file,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_531.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir] Set fsGroup for local volume   should not set different fsGroups for two pods simultaneously,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_530.tmp,[sig-network] DNS   should provide DNS for services  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_532.tmp,[sig-apps] Deployment   deployment should support rollover,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_534.tmp,[sig-apps] Daemon set [Serial]   should rollback without unnecessary restarts [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_535.tmp,[sig-storage] Pod Disks   should be able to delete a non-existent PD without error,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_533.tmp,[sig-storage] Dynamic Provisioning DynamicProvisioner Default   should be disabled by removing the default annotation [Serial] [Disruptive],,Y,,,,Y,Y,,,,,,,Y,,Y,,,,,,,,,,,
res_538.tmp,[sig-apps] Daemon set [Serial]   should run and stop complex daemon [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_537.tmp,[sig-scheduling] ResourceQuota   should create a ResourceQuota and capture the life of a pod.,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,Y,,,Y
res_536.tmp,[sig-storage] PersistentVolumes-local  Local volume provisioner [Serial]   should create and recreate local persistent volume,,Y,Y,,,Y,Y,,,,,,,,,,Y,,Y,,,,,,,,Y
res_539.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link] Set fsGroup for local volume   should set same fsGroup for two pods simultaneously,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_540.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl label   should update the label on a resource  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,,Y,,Y,,,,,,,,Y
res_541.tmp,[sig-storage] Subpath [Volume type: gcePDPartitioned]   should unmount if pod is force deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_54.tmp,[sig-storage] Volume plugin streaming [Slow] GlusterFS   should write files of various sizes verify size validate content,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_542.tmp,[sig-storage] EmptyDir volumes when FSGroup is specified   new files should be created with FSGroup ownership when container is non-root,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_543.tmp,[k8s.io] Probing container   should be restarted with a docker exec liveness probe with timeout ,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_546.tmp,[sig-storage] Projected   should be consumable from pods in volume as non-root [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_545.tmp,[sig-network] Services   should be able to create a functioning NodePort service,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_544.tmp,[sig-storage] PersistentVolumes NFS with multiple PVs and PVCs all in same ns   should create 4 PVs and 2 PVCs: test write access [Slow],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_547.tmp,[sig-network] Services   should be able to change the type from ClusterIP to ExternalName,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_549.tmp,[sig-storage] Subpath [Volume type: nfs]   should support readOnly directory specified in the volumeMount,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_55.tmp,[sig-api-machinery] AdmissionWebhook   Should deny crd creation,,Y,,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_548.tmp,[sig-storage] Subpath [Volume type: nfs]   should support restarting containers using file as subpath [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_551.tmp,[sig-apps] Daemon set [Serial]   should run and stop simple daemon [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_552.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should support existing single file,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_550.tmp,[sig-apps] DisruptionController   should update PodDisruptionBudget status,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_554.tmp,[sig-network] Services   should be able to switch session affinity for LoadBalancer service with ESIPP on [Slow] [DisabledForLargeClusters],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_555.tmp,[sig-apps] Job   should delete a job,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_553.tmp,[k8s.io] Probing container   should have monotonically increasing restart count  [Slow] [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_556.tmp,[sig-network] Proxy version v1   should proxy logs on node using proxy subresource  [Conformance],Y,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_557.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl create quota   should reject quota with invalid scopes,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_558.tmp,[sig-storage] Projected   should be consumable from pods in volume with mappings and Item Mode set [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_559.tmp,[sig-network] Services   should release NodePorts on delete,,Y,,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_56.tmp,[sig-storage] Subpath [Volume type: gluster]   should unmount if pod is gracefully deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_561.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link-bindmounted] Set fsGroup for local volume   should set fsGroup for one pod,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_560.tmp,[sig-storage] Subpath [Volume type: gluster]   should unmount if pod is force deleted while kubelet is down [Disruptive][Slow],,Y,Y,,,Y,Y,,,,,,Y,,,Y,,,Y,,,,,,,,Y
res_562.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-bindmounted] One pod requesting one prebound PVC   should be able to mount volume and write from pod1,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_563.tmp,[sig-apps] Network Partition [Disruptive] [Slow] [k8s.io] [ReplicationController]   should recreate pods scheduled on the unreachable node AND allow scheduling of pods on a node after it rejoins the cluster,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_564.tmp,[sig-network] Services   should be able to change the type from ExternalName to NodePort,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_565.tmp,[sig-storage] Subpath [Volume type: gcePDPVC]   should fail if subpath directory is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_566.tmp,[sig-storage] Projected   should provide container's memory limit [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_569.tmp,[sig-storage] EmptyDir volumes when FSGroup is specified   nonexistent volume subPath should have the correct mode and owner using FSGroup,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_57.tmp,[sig-apps] Job   should run a job to completion when tasks sometimes fail and are not locally restarted,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_568.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should update endpoints: udp,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_567.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir] Set fsGroup for local volume   should set same fsGroup for two pods simultaneously,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_570.tmp,[sig-storage] EmptyDir volumes   should support (root0666default) [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_572.tmp,[sig-apps] DisruptionController   evictions: no PDB => should allow an eviction,,Y,,,,Y,Y,,,,,,,,,,,,Y,Y,,,,,,,Y
res_573.tmp,[sig-storage] Subpath Atomic writer volumes   should support subpaths with secret pod,,Y,Y,,,Y,Y,Y,,,,,,Y,,,,,Y,,,,,,,,Y
res_571.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should fail if non-existent subpath is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_575.tmp,[sig-apps] Daemon set [Serial]   should retry creating failed daemon pods [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_576.tmp,[sig-api-machinery] ConfigMap   should be consumable via environment variable  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_578.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should support readOnly directory specified in the volumeSource,,Y,Y,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_574.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should support restarting containers using file as subpath [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_579.tmp,[sig-instrumentation] Cadvisor   should be healthy on every node.,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_577.tmp,[sig-storage] Subpath [Volume type: nfsPVC]   should support existing directory,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_580.tmp,[sig-scheduling] ResourceQuota   should create a ResourceQuota and capture the life of a replica set.,,Y,,,,Y,Y,,,,,,,,,Y,,,,,,,,,,,
res_58.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir] Set fsGroup for local volume   should set fsGroup for one pod,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_582.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should function for pod-Service: http,,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_581.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl apply   apply set/view last-applied,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_585.tmp,[sig-cluster-lifecycle] Addon update   should propagate add-on file changes [Slow],,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_583.tmp,[sig-apps] Job   should adopt matching orphans and release non-matching pods,,Y,Y,,,Y,Y,,,,,,,,,,Y,,Y,,,,,Y,,,Y
res_584.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-link] One pod requesting one prebound PVC   should be able to mount volume and read from pod1,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_587.tmp,[sig-storage] Projected   should be consumable from pods in volume with mappings and Item mode set [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_586.tmp,[sig-storage] Pod Disks schedule pods each with a PD delete pod and verify detach [Slow]   for RW PD with pod delete grace period of "immediate (0s)",,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_588.tmp,[sig-storage] Projected   should provide container's cpu limit [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_59.tmp,[k8s.io] [sig-node] Kubelet [Serial] [Slow] [k8s.io] [sig-node] regular resource usage tracking   resource tracking for 0 pods per node,,Y,,,,Y,Y,,,,,,,Y,,Y,,,,,,,,,,,
res_589.tmp,[sig-apps] DisruptionController   evictions: maxUnavailable allow single eviction percentage => should allow an eviction,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,Y,,,,,,,Y
res_591.tmp,[sig-api-machinery] Namespaces [Serial]   should ensure that all services are removed when a namespace is deleted.,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_590.tmp,[sig-apps] Daemon set [Serial]   should update pod when spec was updated and update strategy is RollingUpdate [Conformance],Y,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_593.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should fail if subpath with backstepping is outside the volume [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_595.tmp,[sig-auth] PodSecurityPolicy   should allow pods under the privileged policy.PodSecurityPolicy,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_592.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-bindmounted] One pod requesting one prebound PVC   should be able to mount volume and read from pod1,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_596.tmp,[k8s.io] [sig-node] Events   should be sent by kubelets and the scheduler about pods scheduling and running  [Conformance],Y,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_594.tmp,[sig-apps] DisruptionController   evictions: enough pods replicaSet percentage => should allow an eviction,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,Y,,,,,,,Y
res_598.tmp,[sig-api-machinery] Garbage collector   should not delete dependents that have both valid owner and owner that's waiting for dependents to be deleted [Conformance],Y,Y,Y,,,Y,Y,,,,Y,,,,,Y,Y,,Y,,,,,,,,Y
res_599.tmp,[sig-cli] Kubectl client [k8s.io] Kubectl taint [Serial]   should update the taint on a node,,Y,Y,,,Y,Y,,,,,,Y,,,,,,Y,,,,,,,,Y
res_597.tmp,[sig-network] Networking Granular Checks: Services [Slow]   should update endpoints: http,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_6.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir-bindmounted] Set fsGroup for local volume   should not set different fsGroups for two pods simultaneously,,Y,,,,Y,Y,,,,,,,,,,,,,,,,,,,,
res_600.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir] Set fsGroup for local volume   should set different fsGroup for second pod if first pod is deleted,,Y,Y,,,Y,Y,,,,,,,,,,,,Y,,,,,,,,Y
res_60.tmp,[sig-storage] Subpath [Volume type: nfs]   should support restarting containers using directory as subpath [Slow],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_601.tmp,[sig-storage] [Serial] Volume metrics PVController   should create bound pv/pvc count metrics for pvc controller after creating both pv and pvc,,Y,,,,Y,Y,,,,Y,,,,,,,,,,,,,,,,
res_602.tmp,[sig-api-machinery] Garbage collector   should orphan RS created by deployment when deleteOptions.PropagationPolicy is Orphan [Conformance],Y,Y,Y,,,Y,Y,,,,Y,,,,,,,,Y,,,,,,,,Y
res_603.tmp,[sig-storage] Projected   should provide node allocatable (cpu) as default cpu limit if the limit is not set [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_605.tmp,[sig-storage] Downward API volume   should provide container's memory limit  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_604.tmp,[sig-storage] Projected   should be consumable from pods in volume with defaultMode set [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
res_607.tmp,[sig-network] ESIPP [Slow] [DisabledForLargeClusters]   should work from pods,,Y,Y,,,Y,Y,,,,,,,Y,,Y,,,Y,,,,,,,,Y
res_606.tmp,[sig-network] DNS configMap nameserver Forward PTR lookup   should forward PTR records lookup to upstream nameserver [Slow][Serial],,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_609.tmp,[sig-network] Networking Granular Checks: Pods   should function for node-pod communication: udp  [Conformance],Y,Y,,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_61.tmp,[sig-storage] Subpath [Volume type: emptyDir]   should support existing directory,,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_608.tmp,[sig-storage] PersistentVolumes-local  [Volume type: dir] Two pods mounting a local volume one after the other   should be able to write from pod1 and read from pod2,,Y,Y,,,Y,Y,,,,,,,,,Y,,,Y,,,,,,,,Y
res_610.tmp,[sig-apps] ReplicaSet   should serve a basic image on each replica with a private image,,Y,,,,Y,Y,,,,Y,,,,,,,,Y,,,,,,,,Y
res_613.tmp,[k8s.io] Docker Containers   should be able to override the image's default command and arguments  [Conformance],Y,Y,Y,,,Y,Y,Y,,,,,,,,,,,Y,,,,,,,,Y
res_611.tmp,[sig-storage] Subpath [Volume type: nfs]   should support file as subpath,,Y,Y,,,Y,Y,Y,,,,,,,,Y,,,Y,,,,,,,,Y
